L 283, -2172, -682, -65, -2174, -68, 64, 64, 64
L -65, -2174, -68, -65, -1842, -64, 64, 64, 64
L -65, -1842, -64, -43, -1841, -62, 64, 64, 64
L -43, -1841, -62, -43, -1672, -64, 64, 64, 64
L -43, -1672, -64, -59, -1652, -65, 64, 64, 64
L -59, -1652, -65, -59, -1135, -64, 64, 64, 64
L -59, -1135, -64, -45, -1136, -64, 64, 64, 64
L -45, -1136, -64, -45, -1121, -64, 64, 64, 64
L -45, -1121, -64, -59, -1121, -63, 64, 64, 64
L -59, -1121, -63, -63, -1030, -45, 64, 64, 64
L -63, -1030, -45, -61, -1029, -44, 64, 64, 64
L -61, -1029, -44, -62, -1015, -42, 64, 64, 64
L -62, -1015, -42, -45, -1018, -41, 64, 64, 64
L -45, -1018, -41, -45, -1004, -41, 64, 64, 64
L -45, -1004, -41, -62, -1005, -42, 64, 64, 64
L -62, -1005, -42, -65, -716, -15, 64, 64, 64
L -65, -716, -15, -63, -643, 3, 64, 64, 64
L -63, -643, 3, -61, -643, 3, 64, 64, 64
L -61, -643, 3, -60, -562, 4, 64, 64, 64
L -60, -562, 4, -45, -562, 4, 64, 64, 64
L -45, -562, 4, -45, -548, 4, 64, 64, 64
L -45, -548, 4, -59, -548, 4, 64, 64, 64
L -59, -548, 4, -60, -550, 5, 64, 64, 64
L -60, -550, 5, -88, -543, 3, 64, 64, 64
L -88, -543, 3, -95, -537, 3, 64, 64, 64
L -95, -537, 3, -100, -527, 3, 64, 64, 64
L -100, -527, 3, -101, -522, 3, 64, 64, 64
L -101, -522, 3, -102, -509, 4, 64, 64, 64
L -102, -509, 4, -100, -508, 4, 64, 64, 64
L -100, -508, 4, -100, -494, 4, 64, 64, 64
L -100, -494, 4, -114, -494, 4, 64, 64, 64
L -114, -494, 4, -114, -508, 4, 64, 64, 64
L -114, -508, 4, -174, -508, 4, 64, 64, 64
L -174, -508, 4, -175, -494, 4, 64, 64, 64
L -175, -494, 4, -188, -494, 4, 64, 64, 64
L -188, -494, 4, -188, -508, 4, 64, 64, 64
L -188, -508, 4, -282, -508, 24, 64, 64, 64
L -282, -508, 24, -387, -515, 43, 64, 64, 64
L -387, -515, 43, -380, -577, 40, 64, 64, 64
L -380, -577, 40, -353, -581, 40, 64, 64, 64
L -353, -581, 40, -341, -579, 40, 64, 64, 64
L -341, -579, 40, -305, -579, 40, 64, 64, 64
L -305, -579, 40, -290, -581, 39, 64, 64, 64
L -290, -581, 39, -282, -579, 39, 64, 64, 64
L -282, -579, 39, -272, -581, 39, 64, 64, 64
L -272, -581, 39, -243, -630, 39, 64, 64, 64
L -243, -630, 39, -243, -759, 39, 64, 64, 64
L -243, -759, 39, -250, -759, 39, 64, 64, 64
L -250, -759, 39, -248, -870, 28, 64, 64, 64
L -248, -870, 28, -363, -870, 30, 64, 64, 64
L -363, -870, 30, -365, -881, 40, 64, 64, 64
L -365, -881, 40, -360, -902, 38, 64, 64, 64
L -360, -902, 38, -362, -904, 40, 64, 64, 64
L -362, -904, 40, -362, -987, 40, 64, 64, 64
L -362, -987, 40, -374, -1018, 50, 64, 64, 64
L -374, -1018, 50, -385, -1037, 41, 64, 64, 64
L -385, -1037, 41, -508, -1036, 44, 64, 64, 64
L -508, -1036, 44, -543, -1036, 46, 64, 64, 64
L -543, -1036, 46, -590, -1028, 38, 64, 64, 64
L -590, -1028, 38, -596, -1030, 44, 64, 64, 64
L -596, -1030, 44, -620, -1030, 36, 64, 64, 64
L -620, -1030, 36, -622, -1050, 43, 64, 64, 64
L -622, -1050, 43, -618, -1053, 46, 64, 64, 64
L -618, -1053, 46, -617, -1092, 47, 64, 64, 64
L -617, -1092, 47, -617, -1117, 39, 64, 64, 64
L -617, -1117, 39, -512, -1120, 36, 64, 64, 64
L -512, -1120, 36, -446, -1124, 34, 64, 64, 64
L -446, -1124, 34, -416, -1115, 33, 64, 64, 64
L -416, -1115, 33, -373, -1107, 33, 64, 64, 64
L -373, -1107, 33, -369, -1116, 33, 64, 64, 64
L -369, -1116, 33, -379, -1125, 33, 64, 64, 64
L -379, -1125, 33, -407, -1151, 37, 64, 64, 64
L -407, -1151, 37, -457, -1203, 41, 64, 64, 64
L -457, -1203, 41, -452, -1253, 44, 64, 64, 64
L -452, -1253, 44, -463, -1254, 30, 64, 64, 64
L -463, -1254, 30, -463, -1272, 27, 64, 64, 64
L -463, -1272, 27, -445, -1272, 27, 64, 64, 64
L -445, -1272, 27, -444, -1268, 37, 64, 64, 64
L -444, -1268, 37, -401, -1265, 45, 64, 64, 64
L -401, -1265, 45, -360, -1264, 38, 64, 64, 64
L -360, -1264, 38, -349, -1271, 33, 64, 64, 64
L -349, -1271, 33, -319, -1255, 26, 64, 64, 64
L -319, -1255, 26, -307, -1236, 34, 64, 64, 64
L -307, -1236, 34, -282, -1229, 32, 64, 64, 64
L -282, -1229, 32, -252, -1237, 29, 64, 64, 64
L -252, -1237, 29, -231, -1235, 40, 64, 64, 64
L -231, -1235, 40, -188, -1236, 41, 64, 64, 64
L -188, -1236, 41, -127, -1236, 45, 64, 64, 64
L -127, -1236, 45, -116, -1270, 56, 64, 64, 64
L -116, -1270, 56, -138, -1279, 35, 64, 64, 64
L -138, -1279, 35, -137, -1415, 35, 64, 64, 64
L -137, -1415, 35, -142, -1428, 31, 64, 64, 64
L -142, -1428, 31, -140, -1608, 34, 64, 64, 64
L -140, -1608, 34, -136, -1646, 37, 64, 64, 64
L -136, -1646, 37, -137, -1701, 33, 64, 64, 64
L -137, -1701, 33, -145, -1726, 42, 64, 64, 64
L -145, -1726, 42, -95, -1724, 19, 64, 64, 64
L -95, -1724, 19, -94, -1766, 30, 64, 64, 64
L -94, -1766, 30, -94, -1854, 30, 64, 64, 64
L -94, -1854, 30, -107, -1861, 31, 64, 64, 64
L -107, -1861, 31, -191, -1861, 31, 64, 64, 64
L -191, -1861, 31, -191, -1834, 22, 64, 64, 64
L -191, -1834, 22, -211, -1834, 21, 64, 64, 64
L -211, -1834, 21, -211, -1849, 29, 64, 64, 64
L -211, -1849, 29, -305, -1849, 29, 64, 64, 64
L -305, -1849, 29, -322, -1843, 36, 64, 64, 64
L -322, -1843, 36, -355, -1826, 31, 64, 64, 64
L -355, -1826, 31, -355, -1802, 18, 64, 64, 64
L -355, -1802, 18, -355, -1790, 26, 64, 64, 64
L -355, -1790, 26, -356, -1697, 22, 64, 64, 64
L -356, -1697, 22, -360, -1624, 20, 64, 64, 64
L -360, -1624, 20, -365, -1630, 30, 64, 64, 64
L -365, -1630, 30, -441, -1630, 30, 64, 64, 64
L -441, -1630, 30, -441, -1568, 20, 64, 64, 64
L -441, -1568, 20, -447, -1560, 25, 64, 64, 64
L -447, -1560, 25, -458, -1558, 44, 64, 64, 64
L -458, -1558, 44, -532, -1558, 46, 64, 64, 64
L -532, -1558, 46, -523, -1523, 37, 64, 64, 64
L -523, -1523, 37, -515, -1525, 35, 64, 64, 64
L -515, -1525, 35, -514, -1508, 26, 64, 64, 64
L -514, -1508, 26, -524, -1510, 34, 64, 64, 64
L -524, -1510, 34, -524, -1484, 34, 64, 64, 64
L -524, -1484, 34, -518, -1483, 34, 64, 64, 64
L -518, -1483, 34, -509, -1467, 24, 64, 64, 64
L -509, -1467, 24, -518, -1438, 28, 64, 64, 64
L -518, -1438, 28, -524, -1408, 35, 64, 64, 64
L -524, -1408, 35, -524, -1323, 35, 64, 64, 64
L -524, -1323, 35, -501, -1322, 29, 64, 64, 64
L -501, -1322, 29, -501, -1307, 31, 64, 64, 64
L -501, -1307, 31, -554, -1311, 37, 64, 64, 64
L -554, -1311, 37, -555, -1288, 36, 64, 64, 64
L -555, -1288, 36, -571, -1288, 42, 64, 64, 64
L -571, -1288, 42, -572, -1292, 42, 64, 64, 64
L -572, -1292, 42, -697, -1295, 55, 64, 64, 64
L -697, -1295, 55, -693, -1266, 37, 64, 64, 64
L -693, -1266, 37, -663, -1267, 45, 64, 64, 64
L -663, -1267, 45, -568, -1264, 55, 64, 64, 64
L -568, -1264, 55, -511, -1264, 41, 64, 64, 64
L -511, -1264, 41, -501, -1266, 37, 64, 64, 64
L -501, -1266, 37, -504, -1230, 44, 64, 64, 64
L -504, -1230, 44, -492, -1209, 29, 64, 64, 64
